	gene_h	gene_t	onco	chem_emb
329	ASNSD1	ANKAR	0	"[-3.42254899e-02  1.30774200e+02  2.67639905e-02  2.00000000e+00
  7.00000000e+01  4.50000000e+00  2.04199997e+02  1.00000000e+00
  2.00000000e+00  7.00000000e+01  1.00243311e+01  6.67119690e+02
  2.13162974e-01  0.00000000e+00  0.00000000e+00  6.85941577e-02
  1.24118276e-01  8.07287574e-01  5.18113022e+01  8.53061490e-03
  1.05182486e+01  8.54207706e+00  0.00000000e+00  0.00000000e+00]"
333	ATN1	SMR3B	0	"[-8.5848737e-01  1.2339124e+02  3.1932775e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  6.3011179e+00  7.6625299e+02
  1.7854209e-01  0.0000000e+00  0.0000000e+00  2.0983955e-02
  4.5556996e-02  9.3345904e-01  6.5480644e+01  1.1250618e-02
  1.3388235e+01  1.2336951e+01  0.0000000e+00  0.0000000e+00]"
343	ATP4B	PGA5	0	"[-1.1935485e-01  1.2298064e+02 -5.4435484e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  7.8019719e+00  7.8161987e+02
  1.4985879e-01  0.0000000e+00  0.0000000e+00  1.2877646e-01
  3.3484882e-01  5.3637475e-01  3.3227417e+01  3.4306712e-02
  8.5080643e+00  1.1222607e+01  0.0000000e+00  0.0000000e+00]"
345	ATP6V1B2	RPS11	0	"[-2.3104696e-01  1.2828265e+02 -1.1732852e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.3949108e+00  7.9238434e+02
  2.2997059e-01  0.0000000e+00  0.0000000e+00  1.3407207e-01
  3.8143429e-01  4.8449367e-01  3.2372372e+01  1.8382881e-02
  1.0184115e+01  1.1904557e+01  0.0000000e+00  0.0000000e+00]"
354	AZIN1	KLF10	0	"[7.96992257e-02 1.37547348e+02 4.88721803e-02 2.00000000e+00
 7.00000000e+01 4.50000000e+00 2.04199997e+02 1.00000000e+00
 2.00000000e+00 7.00000000e+01 9.51753902e+00 6.30866882e+02
 1.28275231e-01 0.00000000e+00 0.00000000e+00 1.24694206e-01
 3.20413381e-01 5.54892421e-01 1.90914898e+01 5.70410974e-02
 7.58646631e+00 3.47163367e+00 0.00000000e+00 0.00000000e+00]"
355	AZU1	HLA-E	0	"[-1.82828307e-01  1.26761086e+02  6.56565651e-02  2.00000000e+00
  7.00000000e+01  4.50000000e+00  2.04199997e+02  1.00000000e+00
  2.00000000e+00  7.00000000e+01  9.20142937e+00  8.38695190e+02
  1.70794234e-01  0.00000000e+00  0.00000000e+00  1.49992988e-01
  2.38968194e-01  6.11038804e-01  2.06960697e+01  5.01479432e-02
  9.92929268e+00  1.08274622e+01  0.00000000e+00  0.00000000e+00]"
356	B2M	RPL7A	0	"[-2.07936510e-01  1.32099976e+02  1.58730168e-02  2.00000000e+00
  7.00000000e+01  4.50000000e+00  2.04199997e+02  1.00000000e+00
  2.00000000e+00  7.00000000e+01  9.38969612e+00  7.44211182e+02
  2.31746033e-01  0.00000000e+00  0.00000000e+00  6.07021898e-02
  1.04204476e-01  8.35093319e-01  2.13380299e+01  7.49559104e-02
  9.44444466e+00  7.88088894e+00  0.00000000e+00  0.00000000e+00]"
368	B3GNT5	KLHL24	0	"[-1.6592179e-01  1.3242140e+02 -6.5176911e-03  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.8763552e+00  7.6758972e+02
  2.4482684e-01  0.0000000e+00  0.0000000e+00  8.8930011e-02
  9.8935232e-02  8.1213474e-01  3.5130920e+01  1.9173350e-02
  1.0296089e+01  7.7162719e+00  0.0000000e+00  0.0000000e+00]"
369	BAIAP2L2	SLC16A8	0	"[-7.2222221e-01  1.3014444e+02  2.4444444e-01  2.0000000e+00
  7.0000000e+01  4.1999998e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.0266914e+00  1.1417384e+03
  1.8676654e-01  0.0000000e+00  0.0000000e+00  6.8447604e-03
  2.2483036e-02  9.7067219e-01  4.7040730e+01  8.1728391e-02
  7.3555555e+00  3.3777778e+00  0.0000000e+00  0.0000000e+00]"
371	BCAP29	SLC26A4	0	"[ 2.1171659e-01  1.2975122e+02 -1.7711172e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  1.0901912e+01  6.3270264e+02
  2.3670731e-01  0.0000000e+00  0.0000000e+00  5.6683864e-02
  8.8980533e-02  8.5433561e-01  3.7493034e+01  2.5339857e-02
  9.2997274e+00  5.2541804e+00  0.0000000e+00  0.0000000e+00]"
374	BDH1	IGF2	0	"[-3.5729733e-01  1.3062971e+02  7.2972976e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.6213732e+00  8.4199231e+02
  2.1339600e-01  0.0000000e+00  0.0000000e+00  4.0601004e-02
  3.3734906e-01  6.2204993e-01  3.5315922e+01  3.7545655e-02
  6.9459457e+00  3.5840187e+00  0.0000000e+00  0.0000000e+00]"
377	BEST1	SPARC	0	"[-2.7200001e-01  1.3217920e+02  1.4615385e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.8046694e+00  8.1628021e+02
  2.0279068e-01  0.0000000e+00  0.0000000e+00  8.6579844e-02
  4.2788637e-01  4.8553377e-01  5.4216137e+01  1.1649705e-02
  7.5723076e+00  7.9030838e+00  0.0000000e+00  0.0000000e+00]"
429	BICC1	MRPL28	0	"[-4.4170085e-01  1.2567119e+02  2.4077868e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.2247515e+00  7.0907208e+02
  2.0736837e-01  0.0000000e+00  0.0000000e+00  2.5310498e-01
  3.0809796e-01  4.3879709e-01  5.6127193e+01  7.6802270e-03
  7.4959016e+00  9.0728035e+00  0.0000000e+00  0.0000000e+00]"
433	BICD2	IPPK	0	"[-7.5777775e-01  1.3199554e+02  7.2222225e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.2703323e+00  7.7709302e+02
  2.8966916e-01  0.0000000e+00  0.0000000e+00  2.1436131e-02
  9.8751538e-02  8.7981230e-01  2.3675924e+01  9.1358028e-02
  8.2222223e+00  1.9500624e+00  0.0000000e+00  0.0000000e+00]"
435	BPIFA2	MUC7	0	"[-8.1556223e-02  1.3016481e+02  3.8904898e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  1.0768213e+01  4.1784882e+02
  1.6683464e-01  0.0000000e+00  0.0000000e+00  3.4564141e-02
  1.1072671e-01  8.5470915e-01  3.8698048e+01  2.8560989e-02
  9.9106627e+00  4.1798573e+00  0.0000000e+00  0.0000000e+00]"
446	BPTF	AMZ2	0	"[-7.3936170e-01  1.2950301e+02 -1.6843971e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.1793356e+00  8.4453308e+02
  2.8079927e-01  0.0000000e+00  0.0000000e+00  1.3443917e-01
  3.8031361e-01  4.8524725e-01  4.6081242e+01  1.4913737e-02
  8.4113474e+00  1.0654649e+01  0.0000000e+00  0.0000000e+00]"
452	BRD2	LPPR3	0	"[-2.6491940e-01  1.2383950e+02  0.0000000e+00  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  7.7214189e+00  9.4172992e+02
  2.0390309e-01  0.0000000e+00  0.0000000e+00  1.9325085e-01
  2.3396736e-01  5.7278180e-01  2.8182058e+01  1.4080385e-02
  1.0475806e+01  3.8863587e+00  0.0000000e+00  0.0000000e+00]"
454	BRK1	VHL	0	"[-9.42372859e-01  1.39715240e+02  1.69491526e-02  2.00000000e+00
  7.00000000e+01  4.50000000e+00  1.81199997e+02  1.00000000e+00
  2.00000000e+00  7.00000000e+01  1.13362770e+01  5.36427490e+02
  3.87638807e-01  0.00000000e+00  0.00000000e+00  1.12901434e-01
  3.76637131e-01  5.10461450e-01  1.41186247e+01  1.42200515e-01
  8.38983059e+00  2.41437745e+00  0.00000000e+00  0.00000000e+00]"
457	BSDC1	FAM229A	0	"[-8.7948734e-01  1.2887776e+02  1.2820514e-01  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.0664721e+00  1.0867993e+03
  2.8083554e-01  0.0000000e+00  0.0000000e+00  5.4934032e-02
  1.7076823e-01  7.7429771e-01  2.7402456e+01  6.0559575e-02
  7.0854702e+00  3.5788388e+00  0.0000000e+00  0.0000000e+00]"
458	BSG	CNN2	0	"[-4.7345683e-01  1.2394382e+02  3.0864198e-03  2.0000000e+00
  7.0000000e+01  4.5000000e+00  1.8120000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  6.6583595e+00  9.1525909e+02
  1.5682271e-01  0.0000000e+00  0.0000000e+00  4.9878087e-02
  2.5126258e-01  6.9885933e-01  2.2089142e+01  5.0297212e-02
  8.1481485e+00  7.4189095e+00  0.0000000e+00  0.0000000e+00]"
461	BTBD10	ACTR3B	0	"[-8.0970150e-01  1.2878059e+02  4.4776119e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  1.8120000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.4575739e+00  7.8631464e+02
  2.7241611e-01  0.0000000e+00  0.0000000e+00  7.6100314e-03
  5.0683841e-02  9.4170612e-01  4.3922680e+01  4.5555804e-02
  6.1044774e+00  2.5754685e+00  0.0000000e+00  0.0000000e+00]"
465	BTG4	POU2AF1	0	"[-8.2692307e-01  1.3283076e+02  1.8269230e-01  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.0059271e+00  8.8641040e+02
  2.1596909e-01  0.0000000e+00  0.0000000e+00  5.8063739e-03
  1.3283863e-02  9.8090982e-01  2.3572523e+01  1.5680474e-01
  8.1538458e+00  1.6621418e+00  0.0000000e+00  0.0000000e+00]"
467	C10orf53	SLC29A1	0	"[-1.3525642e-01  1.2996410e+02  9.6153850e-03  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.6526194e+00  6.5300708e+02
  2.0474565e-01  0.0000000e+00  0.0000000e+00  2.1627788e-01
  3.0102885e-01  4.8269325e-01  1.8334101e+01  5.3500988e-02
  8.3461542e+00  6.5761786e+00  0.0000000e+00  0.0000000e+00]"
470	C12orf74	PLEKHG7	0	"[-1.20844334e-01  1.34861191e+02  2.37467010e-02  2.00000000e+00
  7.00000000e+01  4.50000000e+00  2.04199997e+02  1.00000000e+00
  2.00000000e+00  7.00000000e+01  1.01786909e+01  6.60814636e+02
  2.45466352e-01  0.00000000e+00  0.00000000e+00  1.21127181e-01
  3.03957283e-01  5.74915588e-01  2.57319927e+01  2.58213188e-02
  9.78627968e+00  5.31663656e+00  0.00000000e+00  0.00000000e+00]"
479	C15orf57	CBX3	0	"[-9.6666664e-01  1.3163988e+02 -2.4590164e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.8826742e+00  7.3519800e+02
  3.9087552e-01  0.0000000e+00  0.0000000e+00  7.4311383e-02
  1.8464802e-01  7.4104059e-01  2.2639666e+01  4.5955390e-02
  8.4098358e+00  8.1992435e+00  0.0000000e+00  0.0000000e+00]"
482	C17orf104	DBF4B	0	"[-7.6773226e-01  1.3086113e+02  9.9900104e-03  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.2499475e+00  7.1076929e+02
  2.3440009e-01  0.0000000e+00  0.0000000e+00  2.0082799e-01
  3.2022521e-01  4.7894678e-01  5.0018955e+01  7.1147634e-03
  7.1218781e+00  7.3091307e+00  0.0000000e+00  0.0000000e+00]"
485	C1orf100	COX7A2L	0	"[-7.6554048e-01  1.3771078e+02  7.0945948e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.4315252e+00  7.4756476e+02
  2.7554467e-01  0.0000000e+00  0.0000000e+00  5.6284908e-03
  4.7366928e-02  9.4700462e-01  5.3305256e+01  4.1727539e-02
  6.1756759e+00  2.2818532e+00  0.0000000e+00  0.0000000e+00]"
489	C1orf186	TMEM200A	0	"[-3.5517895e-01  1.2818607e+02  3.4839924e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.1055717e+00  7.0527930e+02
  2.2189710e-01  0.0000000e+00  0.0000000e+00  1.4963700e-01
  2.3030575e-01  6.2005728e-01  4.9482101e+01  1.3111742e-02
  6.9623351e+00  6.3797107e+00  0.0000000e+00  0.0000000e+00]"
490	C1QA	CD74	0	"[-4.0800002e-01  1.2430077e+02  3.9999999e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.3122244e+00  9.8852502e+02
  1.9718875e-01  0.0000000e+00  0.0000000e+00  1.9473378e-02
  4.5459699e-02  9.3506694e-01  4.5002804e+01  3.6063999e-02
  9.0159998e+00  9.2929153e+00  0.0000000e+00  0.0000000e+00]"
492	C1S	FTL	0	"[-3.7869510e-01  1.3036577e+02 -4.2609852e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.8530121e+00  8.3630615e+02
  2.4018198e-01  0.0000000e+00  0.0000000e+00  2.3760092e-02
  2.0675527e-01  7.6948464e-01  6.2013470e+01  1.3746429e-02
  1.0323568e+01  8.6591635e+00  0.0000000e+00  0.0000000e+00]"
495	C3	TNFSF14	0	"[-1.8349515e-01  1.3021745e+02  9.7087376e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.9268818e+00  1.0551832e+03
  2.3557967e-01  0.0000000e+00  0.0000000e+00  1.2522886e-03
  1.2312531e-02  9.8643523e-01  4.8322613e+01  7.8141198e-02
  8.0485439e+00  2.7525225e+00  0.0000000e+00  0.0000000e+00]"
499	C4orf40	SMR3B	0	"[-1.3898309e-01  1.3178136e+02  4.6610169e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.3494072e+00  8.7746118e+02
  1.4097132e-01  0.0000000e+00  0.0000000e+00  2.7884617e-02
  6.5046139e-02  9.0706921e-01  3.0330162e+01  5.9034761e-02
  6.9661016e+00  2.0159352e+00  0.0000000e+00  0.0000000e+00]"
512	C6orf106	SPDEF	0	"[-2.0965524e-01  1.2284275e+02 -8.2758620e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  7.6653228e+00  7.4039362e+02
  1.9796456e-01  0.0000000e+00  0.0000000e+00  4.2854372e-02
  8.9718685e-02  8.6742693e-01  4.4899399e+01  4.6278242e-02
  6.7103448e+00  3.4849617e+00  0.0000000e+00  0.0000000e+00]"
513	C8orf4	PRH1	0	"[-1.1026667e+00  1.2694531e+02  7.1111113e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  6.9982071e+00  8.0766577e+02
  2.5831351e-01  0.0000000e+00  0.0000000e+00  1.2502801e-01
  2.3717256e-01  6.3779944e-01  5.5057228e+01  2.8740741e-02
  6.4666667e+00  4.1964288e+00  0.0000000e+00  0.0000000e+00]"
514	C9orf24	KIAA1161	0	"[-1.9899139e-01  1.3171094e+02  1.7291067e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.1022930e+00  9.8142126e+02
  2.3635283e-01  0.0000000e+00  0.0000000e+00  1.4865410e-01
  2.3520352e-01  6.1614239e-01  3.1686417e+01  1.5933195e-02
  1.1057637e+01  8.6979723e+00  0.0000000e+00  0.0000000e+00]"
519	CA6	ZG16B	0	"[-4.3189657e-01  1.2809695e+02 -1.7241379e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  7.6691947e+00  1.0104573e+03
  1.7502612e-01  0.0000000e+00  0.0000000e+00  1.2055326e-01
  1.6585137e-01  7.1359539e-01  2.6793594e+01  3.4557074e-02
  8.0172415e+00  7.0126886e+00  0.0000000e+00  0.0000000e+00]"
595	CAMK2G	NDST2	0	"[9.2536984e-03 1.2925670e+02 1.4925373e-02 2.0000000e+00 7.0000000e+01
 4.5000000e+00 2.0420000e+02 1.0000000e+00 2.0000000e+00 7.0000000e+01
 9.4943151e+00 8.3834290e+02 2.1085441e-01 0.0000000e+00 0.0000000e+00
 1.7111070e-01 3.1952938e-01 5.0935996e-01 2.3067892e+01 2.8915126e-02
 9.6865673e+00 8.7727232e+00 0.0000000e+00 0.0000000e+00]"
597	CAPNS1	DEFA1	0	"[-1.88662767e-01  1.22722092e+02  8.72093067e-03  2.00000000e+00
  7.00000000e+01  4.50000000e+00  2.04199997e+02  1.00000000e+00
  2.00000000e+00  7.00000000e+01  7.86946297e+00  1.00139905e+03
  1.83597192e-01  0.00000000e+00  0.00000000e+00  1.00448050e-01
  4.03685212e-01  4.95866716e-01  3.03325520e+01  2.48445105e-02
  8.54651165e+00  8.42931747e+00  0.00000000e+00  0.00000000e+00]"
607	CARM1	TMEM185A	0	"[-1.4593753e+00  1.3198438e+02  2.5000000e-01  2.0000000e+00
  7.0000000e+01  3.8000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  5.3521671e+00  9.1582904e+02
  1.9354838e-01  0.0000000e+00  0.0000000e+00  3.4865597e-03
  4.1755747e-02  9.5475769e-01  2.4800808e+01  1.5429688e-01
  4.9375000e+00  4.4758064e-01  0.0000000e+00  0.0000000e+00]"
608	CBY1	TOMM22	0	"[-3.45320255e-01  1.27654175e+02 -5.17241396e-02  2.00000000e+00
  7.00000000e+01  4.50000000e+00  2.04199997e+02  1.00000000e+00
  2.00000000e+00  7.00000000e+01  8.40100479e+00  8.07258911e+02
  2.31222257e-01  0.00000000e+00  0.00000000e+00  7.46576209e-03
  1.02276448e-02  9.82306600e-01  6.97907333e+01  4.01125960e-02
  8.14285755e+00  3.03394628e+00  0.00000000e+00  0.00000000e+00]"
609	CCDC107	ZKSCAN1	0	"[-1.0725715e+00  1.3032285e+02  5.4285713e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  7.8680134e+00  7.9457483e+02
  3.1509620e-01  0.0000000e+00  0.0000000e+00  1.8936551e-01
  3.4940496e-01  4.6122956e-01  3.9132477e+01  2.2742856e-02
  7.9600000e+00  6.5198855e+00  0.0000000e+00  0.0000000e+00]"
612	CCDC107	KIF1C	0	"[-5.12605458e-02  1.21567215e+02  4.62184884e-02  2.00000000e+00
  7.00000000e+01  4.19999981e+00  2.04199997e+02  1.00000000e+00
  2.00000000e+00  7.00000000e+01  8.55760384e+00  9.33407471e+02
  1.90642357e-01  0.00000000e+00  0.00000000e+00  1.52097680e-02
  4.60956059e-02  9.38694656e-01  3.23971214e+01  6.96984679e-02
  8.29411793e+00  3.56530404e+00  0.00000000e+00  0.00000000e+00]"
615	CCDC152	SEC62	0	"[-1.04942524e+00  1.36480072e+02  5.74712642e-02  2.00000000e+00
  7.00000000e+01  4.50000000e+00  1.81199997e+02  1.00000000e+00
  2.00000000e+00  7.00000000e+01  1.08437405e+01  4.41744690e+02
  3.87068957e-01  0.00000000e+00  0.00000000e+00  4.76530753e-04
  1.18950300e-03  9.98333991e-01  1.12022705e+02  3.41891646e-02
  8.92337132e+00  2.24874735e-01  0.00000000e+00  0.00000000e+00]"
621	CCM2L	HCK	0	"[-4.7416833e-01  1.3144753e+02  3.9138943e-03  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.8780766e+00  8.0538556e+02
  2.5782779e-01  0.0000000e+00  0.0000000e+00  1.1343932e-01
  1.8968053e-01  6.9688010e-01  3.2048145e+01  1.9190338e-02
  9.8062620e+00  9.4035683e+00  0.0000000e+00  0.0000000e+00]"
625	CCSER2	CD163	0	"[-8.6014760e-01  1.2963327e+02  9.6863471e-03  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.1153450e+00  6.2571350e+02
  2.4390425e-01  0.0000000e+00  0.0000000e+00  1.9540693e-01
  3.5962784e-01  4.4496518e-01  7.6533386e+01  5.1725195e-03
  5.6070108e+00  1.8564974e+00  0.0000000e+00  0.0000000e+00]"
633	CD4	LEPREL2	0	"[-6.63111866e-01  1.30761520e+02 -1.92307699e-02  2.00000000e+00
  7.00000000e+01  4.50000000e+00  2.04199997e+02  1.00000000e+00
  2.00000000e+00  7.00000000e+01  8.86926746e+00  8.92979004e+02
  2.84217983e-01  0.00000000e+00  0.00000000e+00  1.64994121e-01
  3.17767620e-01  5.17238259e-01  2.99654198e+01  1.81365833e-02
  1.03741255e+01  8.39568615e+00  0.00000000e+00  0.00000000e+00]"
647	CD74	HLA-DRA	0	"[-4.13861424e-01  1.26637596e+02 -4.95049497e-03  2.00000000e+00
  7.00000000e+01  4.50000000e+00  2.04199997e+02  1.00000000e+00
  2.00000000e+00  7.00000000e+01  6.37600565e+00  9.58448364e+02
  1.47475243e-01  0.00000000e+00  0.00000000e+00  5.29905446e-02
  2.32846588e-01  7.14162886e-01  2.01337547e+01  7.34241754e-02
  7.41584158e+00  3.32534647e+00  0.00000000e+00  0.00000000e+00]"
648	CD81	TSSC4	0	"[-6.5177518e-01  1.2299940e+02 -3.4023669e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  7.3265991e+00  8.6396375e+02
  2.3993687e-01  0.0000000e+00  0.0000000e+00  9.2292465e-03
  2.7044872e-02  9.6372586e-01  7.6756973e+01  2.4806553e-02
  8.3846149e+00  1.6913947e+00  0.0000000e+00  0.0000000e+00]"
674	CEL	CELA2B	0	"[-5.0456651e-02  1.2672922e+02  9.1324197e-03  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.9644737e+00  8.9884357e+02
  1.9328025e-01  0.0000000e+00  0.0000000e+00  1.3967322e-01
  2.3755711e-01  6.2276965e-01  2.5600918e+01  2.5593711e-02
  1.1210046e+01  1.0093080e+01  0.0000000e+00  0.0000000e+00]"
713	CEP57	MTMR2	0	"[ 4.10144925e-01  1.33830429e+02 -7.24637695e-03  2.00000000e+00
  7.00000000e+01  4.50000000e+00  1.81199997e+02  1.00000000e+00
  2.00000000e+00  7.00000000e+01  1.11032782e+01  3.47544495e+02
  1.65387899e-01  0.00000000e+00  0.00000000e+00  4.90069129e-02
  1.32801279e-01  8.18191826e-01  1.62914543e+01  1.12791434e-01
  7.78260851e+00  3.08439898e+00  0.00000000e+00  0.00000000e+00]"
715	CEP63	EPHB1	0	"[-2.1443093e-01  1.2966960e+02 -1.5243902e-03  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.9528532e+00  7.9805878e+02
  2.1693562e-01  0.0000000e+00  0.0000000e+00  6.2810130e-02
  1.5713932e-01  7.8005058e-01  6.0595154e+01  1.0435257e-02
  1.0268292e+01  9.3786068e+00  0.0000000e+00  0.0000000e+00]"
717	CFI	PLA2G12A	0	"[-4.44144160e-01  1.27232414e+02 -9.00900923e-03  2.00000000e+00
  7.00000000e+01  4.50000000e+00  2.04199997e+02  1.00000000e+00
  2.00000000e+00  7.00000000e+01  8.50157928e+00  1.07670837e+03
  2.04463556e-01  0.00000000e+00  0.00000000e+00  8.34491756e-03
  2.80065835e-02  9.63648438e-01  3.76566620e+01  5.07264026e-02
  5.63063049e+00  1.39868963e+00  0.00000000e+00  0.00000000e+00]"
719	CHCHD10	VPREB3	0	"[-1.07453436e-01  1.23623596e+02  4.03726697e-02  2.00000000e+00
  7.00000000e+01  4.50000000e+00  2.04199997e+02  1.00000000e+00
  2.00000000e+00  7.00000000e+01  6.93706894e+00  7.08549316e+02
  1.24922357e-01  0.00000000e+00  0.00000000e+00  1.06667034e-01
  3.36843312e-01  5.56489646e-01  4.35119209e+01  3.96975428e-02
  6.39130449e+00  4.88967371e+00  0.00000000e+00  0.00000000e+00]"
733	CHST6	TMEM170A	0	"[8.9032257e-01 1.2845966e+02 7.2580643e-02 2.0000000e+00 7.0000000e+01
 4.5000000e+00 2.0420000e+02 1.0000000e+00 2.0000000e+00 7.0000000e+01
 7.8323636e+00 1.0811198e+03 8.8907987e-02 0.0000000e+00 0.0000000e+00
 3.5363976e-02 2.2901048e-01 7.3562557e-01 1.4897629e+01 1.3579604e-01
 8.4193544e+00 2.0835538e+00 0.0000000e+00 0.0000000e+00]"
734	CHST9	AQP4	0	"[1.1086614e+00 1.2276771e+02 3.1496063e-02 2.0000000e+00 7.0000000e+01
 4.5000000e+00 2.0420000e+02 1.0000000e+00 2.0000000e+00 7.0000000e+01
 7.3654003e+00 8.4009967e+02 7.4396953e-02 0.0000000e+00 0.0000000e+00
 9.7631373e-02 1.3409762e-01 7.6827103e-01 1.7426714e+01 8.0910161e-02
 1.0275591e+01 7.7409072e+00 0.0000000e+00 0.0000000e+00]"
736	CHUK	ERLIN1	0	"[0.0000000e+00 1.2554650e+02 0.0000000e+00 2.0000000e+00 7.0000000e+01
 4.5000000e+00 1.6520000e+02 5.0000000e-01 2.0000000e+00 7.0000000e+01
 9.1557140e+00 5.4636304e+02 1.0714286e-01 0.0000000e+00 0.0000000e+00
 3.4874664e-03 1.2665911e-01 8.6985344e-01 1.8166878e+01 1.3034073e-01
 5.6046510e+00 1.6256921e+00 0.0000000e+00 0.0000000e+00]"
737	CIRBP	C19orf24	0	"[-7.7820516e-01  1.2562402e+02  5.6089744e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  7.3223529e+00  1.1374526e+03
  2.4684383e-01  0.0000000e+00  0.0000000e+00  2.0973945e-01
  3.2683045e-01  4.6343011e-01  5.7762028e+01  2.1470251e-02
  6.6987181e+00  9.0214777e+00  0.0000000e+00  0.0000000e+00]"
